HaulID,Stratum,LAT,LON,Depth,Year,wtcpue
089-200201-174,82,61.9995,-175.1441,80,2002,0.81114
089-200201-112,41,58.32987,-169.7308,68,2002,28.916042
089-200201-175,82,62.00057,-175.8076,91,2002,0.015979
089-200201-176,90,61.68047,-176.4401,104,2002,1.653158
089-200201-113,41,58.65596,-169.7882,66,2002,86.191559
089-200201-177,82,61.6657,-175.8068,94,2002,0.701256
089-200201-114,41,58.98431,-169.8473,63,2002,38.47377
089-200201-178,82,61.66039,-175.0614,84,2002,0.011634
089-200201-179,82,61.66729,-174.47,76,2002,4.729906
089-200201-180,82,61.34859,-174.3376,77,2002,28.038424
089-200201-181,41,61.01301,-174.2069,82,2002,53.58293
089-200201-182,90,61.01229,-175.5458,101,2002,546.092763
089-200201-183,61,60.67941,-175.4614,105,2002,563.850006
089-200201-184,61,60.66687,-176.2058,117,2002,224.796922
089-200201-185,61,60.6661,-176.7813,128,2002,136.817605
089-200201-186,61,60.66757,-177.4757,144,2002,29.260329
089-200201-187,61,60.31506,-177.3704,146,2002,59.250248
089-200201-188,61,60.33618,-176.7409,135,2002,29.396564
089-200201-189,61,60.33369,-176.0343,119,2002,267.477695
089-200201-190,61,60.33228,-175.4116,110,2002,235.454944
089-200201-191,61,60.01561,-175.2722,116,2002,1222.899333
088-200301-062,10,57.68436,-164.6182,55,2003,33.613431
088-200301-063,31,57.34855,-164.6188,66,2003,143.933316
088-200301-064,31,57.01575,-164.601,70,2003,397.300633
088-200301-065,31,56.6842,-164.6003,74,2003,150.836158
088-200301-066,31,56.34735,-164.6035,87,2003,24.405822
088-200301-067,31,56.01265,-164.5842,92,2003,93.683782
088-200301-068,31,55.68468,-164.5964,96,2003,16.655405
088-200301-069,50,54.9901,-165.7488,131,2003,11.389659
088-200301-070,50,55.32181,-165.1636,112,2003,7.05161
088-200301-071,50,55.31913,-165.7815,121,2003,2.73058
088-200301-072,50,55.31908,-166.3498,133,2003,0.915316
088-200301-073,50,55.65046,-165.8005,118,2003,10.701761
088-200301-074,31,55.989,-165.78,108,2003,68.250333
088-200301-001,10,57.32138,-158.4214,32,2003,3.229029
088-200301-075,31,56.32266,-165.8014,92,2003,42.066027
088-200301-003,10,57.65218,-158.3484,35,2003,3.619486
088-200301-076,31,56.65536,-165.8477,79,2003,338.212784
088-200301-005,10,57.98363,-158.3152,36,2003,0.763871
088-200301-077,31,56.98658,-165.8491,73,2003,146.110269
088-200301-139,41,59.00113,-172.4448,99,2003,21.377942
088-200301-011,10,58.0052,-159.5995,43,2003,1.064152
088-200301-078,31,57.32137,-165.8665,69,2003,19.369073
088-200301-140,61,58.67859,-172.3686,102,2003,41.236502
088-200301-012,10,57.67684,-159.6344,51,2003,4.772896
088-200301-079,31,57.65598,-165.8809,64,2003,17.24959
088-200301-141,61,58.34439,-172.3075,103,2003,35.972938
088-200301-013,10,57.344,-159.6676,57,2003,4.176243
088-200301-080,10,57.99404,-165.9019,56,2003,82.127284
088-200301-142,61,58.00383,-172.259,105,2003,122.282928
088-200301-014,10,57.01014,-159.6892,56,2003,27.870706
088-200301-081,10,58.32782,-165.9237,45,2003,2.423388
088-200301-143,61,57.67878,-172.1729,108,2003,851.158104
088-200301-015,10,56.67185,-159.7474,37,2003,2.811396
088-200301-082,10,58.65356,-165.94,39,2003,2.54472
088-200301-144,61,57.33703,-172.1198,109,2003,877.426484
088-200301-016,10,56.33213,-161.01,54,2003,5.124533
088-200301-083,20,58.99126,-165.9318,31,2003,5.576952
088-200301-145,61,57.00666,-171.9972,117,2003,295.248639
088-200301-084,20,58.98349,-166.5869,34,2003,3.101895
088-200301-017,31,56.65192,-160.9856,69,2003,4.416231
088-200301-146,61,56.67422,-171.9625,127,2003,3.273862
088-200301-085,20,59.32153,-166.6024,28,2003,0.118367
088-200301-018,31,56.98669,-161.5738,70,2003,65.340292
088-200301-147,41,58.33204,-171.0169,84,2003,85.869542
088-200301-086,20,59.33328,-165.9647,25,2003,0.004244
088-200301-019,31,56.99991,-160.9745,64,2003,4.274199
088-200301-148,41,58.65803,-171.0883,83,2003,145.798261
088-200301-088,20,59.66874,-165.9386,24,2003,0.00338
088-200301-020,31,57.3162,-160.9335,65,2003,1.963494
088-200301-149,41,58.98587,-171.1347,77,2003,80.741799
088-200301-021,31,57.66082,-160.8852,57,2003,56.092756
088-200301-089,20,59.67799,-166.6333,28,2003,3.742441
088-200301-150,41,59.32794,-171.1863,75,2003,445.737847
088-200301-090,20,59.67646,-167.2835,32,2003,5.057356
088-200301-151,41,59.6589,-171.2438,73,2003,290.838777
088-200301-022,10,57.98185,-160.8454,47,2003,6.026969
088-200301-091,20,59.34441,-167.2693,32,2003,2.249236
088-200301-023,10,58.28802,-160.8056,33,2003,0
088-200301-152,41,59.99735,-171.3015,68,2003,456.794421
088-200301-092,20,59.01222,-167.2346,40,2003,4.963915
088-200301-024,10,58.31765,-162.055,47,2003,28.464597
088-200301-153,41,60.32354,-171.3678,67,2003,278.67049
088-200301-093,20,58.67984,-167.2138,45,2003,2.203321
088-200301-027,10,58.97618,-163.3618,22,2003,1.584518
088-200301-154,41,60.653,-171.4346,63,2003,36.989294
088-200301-094,20,58.35194,-167.1785,52,2003,51.396142
088-200301-030,10,59.34215,-164.6619,23,2003,1.117244
088-200301-155,41,60.98786,-171.4886,60,2003,34.227496
088-200301-095,31,58.0105,-167.166,64,2003,95.223833
088-200301-156,41,61.00397,-172.1451,64,2003,101.988429
088-200301-033,10,59.00574,-164.6531,28,2003,0
088-200301-096,31,57.67771,-167.119,68,2003,63.034061
088-200301-157,41,60.99869,-172.785,67,2003,232.286303
088-200301-034,10,58.68193,-164.6514,37,2003,7.687236
088-200301-097,31,57.35171,-167.1169,71,2003,328.759058
088-200301-158,43,60.3277,-174.0854,92,2003,40.205636
088-200301-035,10,58.01445,-162.1066,38,2003,25.430242
088-200301-098,31,57.01622,-167.0839,74,2003,41.18855
088-200301-159,41,60.66417,-174.1326,87,2003,49.139378
088-200301-036,10,57.677,-162.1343,47,2003,30.715935
088-200301-099,31,56.67835,-167.0636,96,2003,29.199676
088-200301-160,41,60.99387,-174.1878,83,2003,463.300166
088-200301-161,82,61.32579,-174.3529,78,2003,119.086186
088-200301-037,10,57.3452,-162.1528,51,2003,11.237552
088-200301-100,50,56.33148,-167.0198,114,2003,7.724628
088-200301-162,82,61.6606,-174.4531,78,2003,67.782225
088-200301-038,31,57.01268,-162.168,60,2003,127.087956
088-200301-101,50,56.00043,-166.9865,134,2003,3.564146
088-200301-163,82,61.99544,-174.5153,74,2003,77.529969
088-200301-102,50,55.66689,-166.9571,135,2003,0.837009
088-200301-039,31,56.68445,-162.1868,70,2003,16.657668
088-200301-164,82,62.01183,-175.805,93,2003,84.205132
088-200301-103,50,55.6666,-167.553,136,2003,2.82547
088-200301-040,31,56.6677,-162.7581,72,2003,124.182353
088-200301-165,82,61.67416,-175.7908,97,2003,35.391117
088-200301-104,50,56.33239,-168.2173,153,2003,1.436896
088-200301-041,31,56.34888,-162.1855,80,2003,64.327208
088-200301-166,90,61.34013,-175.682,98,2003,85.479791
088-200301-105,50,56.33224,-168.8502,129,2003,27.480441
088-200301-042,31,56.00891,-162.2286,71,2003,202.987078
088-200301-167,90,61.0064,-175.556,102,2003,195.76637
088-200301-106,50,56.34571,-169.456,141,2003,3.176332
088-200301-045,31,55.33067,-163.411,49,2003,14282.93685
088-200301-168,61,60.67083,-175.4618,107,2003,115.520001
088-200301-107,50,56.33192,-170.0348,110,2003,3.422932
088-200301-169,61,60.65718,-176.8151,130,2003,75.318938
088-200301-046,31,54.65533,-165.1643,83,2003,642.100487
088-200301-170,90,60.99934,-176.9537,122,2003,74.765873
088-200301-108,61,56.33307,-170.6642,122,2003,69.972026
088-200301-047,31,54.9972,-164.591,60,2003,55.561138
088-200301-171,90,60.99984,-177.6204,135,2003,52.961141
088-200301-109,32,56.85278,-168.6145,97,2003,45.02815
088-200301-048,31,55.33341,-164.0244,78,2003,95.547571
088-200301-172,61,60.66796,-177.5041,147,2003,94.66693
088-200301-110,42,56.82431,-169.9,73,2003,122.506169
088-200301-049,31,55.66067,-163.405,82,2003,163.218832
088-200301-173,61,60.65864,-178.1859,161,2003,83.039223
088-200301-111,42,56.98381,-169.5503,61,2003,56.041313
088-200301-050,31,55.98518,-163.4031,89,2003,81.34592
088-200301-174,61,59.99134,-177.9438,143,2003,280.652044
088-200301-112,42,57.1741,-169.8858,49,2003,0
088-200301-051,31,56.32192,-163.4186,86,2003,193.607531
088-200301-175,61,60.00351,-177.2057,138,2003,299.658205
088-200301-113,32,56.99312,-168.3382,83,2003,83.918457
088-200301-052,31,56.65184,-163.3857,75,2003,63.283622
088-200301-176,61,59.99669,-176.7225,141,2003,218.537586
088-200301-114,32,57.16623,-168.6418,79,2003,195.327461
088-200301-054,31,56.98698,-163.3832,65,2003,91.643495
088-200301-177,61,59.99977,-175.9481,129,2003,50.14917
088-200301-115,32,57.3204,-168.352,74,2003,198.398924
088-200301-055,10,57.32359,-163.3877,53,2003,76.410738
088-200301-178,61,59.9978,-175.2713,117,2003,73.359992
088-200301-057,10,57.67264,-163.3758,48,2003,8.304042
088-200301-116,42,57.49154,-168.774,71,2003,314.299815
088-200301-179,43,60.19397,-173.0347,61,2003,115.135775
088-200301-058,10,57.97479,-163.3635,45,2003,59.485507
088-200301-117,42,57.6602,-168.3806,71,2003,100.057937
088-200301-180,43,60.00701,-172.6232,67,2003,279.974264
088-200301-059,10,58.32639,-163.3645,38,2003,1.752573
088-200301-118,42,57.82499,-168.7579,71,2003,292.729102
088-200301-181,43,59.84724,-172.9173,80,2003,118.068154
088-200301-119,42,57.99043,-168.4336,70,2003,294.863814
088-200301-060,10,58.34667,-164.6382,44,2003,1.425541
088-200301-182,43,59.676,-172.5576,86,2003,223.821521
088-200301-061,10,58.01571,-164.6183,45,2003,0.49655
088-200301-120,41,58.33045,-168.4699,66,2003,620.747482
088-200301-183,43,59.50938,-172.8635,91,2003,189.213257
088-200301-121,20,58.65499,-168.5041,54,2003,11.075819
088-200301-184,43,59.34315,-172.4853,88,2003,188.417593
088-200301-122,20,58.987,-168.5345,47,2003,35.985746
088-200301-185,62,59.33008,-173.8255,111,2003,101.116833
088-200301-123,20,59.32199,-168.5747,42,2003,4.380952
088-200301-186,62,59.65844,-173.8638,105,2003,85.199818
088-200301-124,20,60.34379,-170.0354,53,2003,6.146356
088-200301-125,41,60.009,-169.9709,55,2003,5.888974
088-200301-187,62,59.82871,-174.2189,107,2003,123.382749
088-200301-126,41,59.68106,-169.913,57,2003,35.258336
088-200301-188,43,59.99737,-173.9469,97,2003,107.608587
088-200301-127,41,59.34622,-169.8728,61,2003,51.239743
088-200301-189,43,60.15965,-174.3477,100,2003,99.772394
088-200301-190,61,59.66412,-175.0799,125,2003,170.1017
088-200301-128,41,59.01291,-169.8463,63,2003,63.451038
088-200301-191,61,59.6685,-175.8664,138,2003,72.036964
088-200301-129,41,58.67712,-169.7656,67,2003,26.292139
088-200301-192,61,59.66854,-176.5289,136,2003,156.556116
088-200301-130,41,58.3438,-169.7326,70,2003,102.586827
088-200301-193,61,59.67409,-177.145,170,2003,2483.933367
088-200301-194,61,59.33548,-177.0654,149,2003,0.058462
088-200301-131,42,58.00951,-169.6906,71,2003,47.552111
088-200301-195,61,58.99942,-176.3322,135,2003,1292.475221
088-200301-132,42,57.67035,-169.6507,71,2003,288.728729
088-200301-196,61,59.00265,-175.7492,133,2003,349.954193
088-200301-133,42,57.34226,-169.5796,65,2003,14.788696
088-200301-197,61,59.01067,-175.0174,130,2003,1.513231
088-200301-135,42,56.98198,-170.7836,99,2003,152.313396
088-200301-199,61,58.6608,-174.2761,157,2003,0.351164
088-200301-200,61,58.67002,-173.6184,126,2003,957.3206
088-200301-136,42,57.33941,-170.8473,84,2003,188.515428
088-200301-201,61,58.34155,-173.5669,116,2003,3.657128
088-200301-137,42,57.65145,-170.8856,86,2003,125.786041
088-200301-202,61,58.01424,-173.4497,117,2003,145.716574
088-200301-138,42,57.98748,-170.9666,87,2003,78.826922
088-200301-203,61,57.68106,-173.3959,147,2003,297.92138
089-200301-067,50,55.33597,-167.5501,148,2003,249.610803
089-200301-068,50,55.32959,-166.9669,140,2003,2.804882
089-200301-069,50,55.66372,-166.3872,127,2003,13.760192
089-200301-070,50,55.99619,-166.4032,125,2003,17.715699
089-200301-071,31,56.32624,-166.4158,104,2003,194.849385
089-200301-001,10,56.98198,-159.1315,33,2003,0.207194
089-200301-072,31,56.65821,-166.4336,85,2003,26.001161
089-200301-002,10,57.33154,-159.0685,49,2003,9.98396
089-200301-073,31,56.9893,-166.4626,75,2003,3.192632
089-200301-003,10,57.66551,-159.0151,48,2003,30.746995
089-200301-074,31,57.31824,-166.4844,69,2003,18.436146
089-200301-004,10,57.98136,-158.9789,43,2003,0.002181
089-200301-075,31,57.6554,-166.5035,67,2003,40.970171
089-200301-076,31,57.9908,-166.5161,62,2003,76.107985
089-200301-005,10,58.34829,-159.5592,26,2003,0
089-200301-077,10,58.33138,-166.5496,48,2003,4.362902
089-200301-008,10,58.29008,-159.9721,42,2003,0
089-200301-078,20,58.64663,-166.5455,42,2003,7.04316
089-200301-009,10,58.0093,-160.2118,52,2003,22.507295
089-200301-010,31,57.67934,-160.2601,55,2003,4.601843
089-200301-079,20,59.98616,-167.9798,26,2003,5.189501
089-200301-011,31,57.34364,-160.3018,63,2003,33.585575
089-200301-080,20,60.33672,-167.3235,32,2003,42.630171
089-200301-012,31,57.01262,-160.3264,66,2003,0
089-200301-081,20,60.33267,-167.9538,32,2003,7.218263
089-200301-013,31,56.70134,-160.3842,61,2003,11.629445
089-200301-082,20,60.34549,-168.668,37,2003,9.099346
089-200301-144,61,58.68073,-173.008,114,2003,143.965227
089-200301-016,10,56.31759,-161.6315,65,2003,72.661064
089-200301-083,20,60.01416,-168.6543,39,2003,3.537777
089-200301-145,61,58.34723,-172.937,111,2003,119.428153
089-200301-017,31,56.68027,-161.5591,91,2003,55.603131
089-200301-084,20,59.66577,-168.6393,40,2003,3.817144
089-200301-146,61,58.01275,-172.8687,110,2003,171.214258
089-200301-018,31,57.31816,-161.5602,56,2003,17.034846
089-200301-085,20,59.66914,-167.9862,36,2003,3.811268
089-200301-147,61,57.67944,-172.8047,121,2003,226.171557
089-200301-019,10,57.65037,-161.5307,53,2003,83.218552
089-200301-086,20,59.34964,-167.9197,40,2003,3.975539
089-200301-148,61,57.36179,-172.8186,119,2003,528.725812
089-200301-020,10,57.97798,-161.4838,55,2003,40.307011
089-200301-087,20,59.02273,-167.8805,41,2003,1.578847
089-200301-149,61,57.01877,-172.6548,123,2003,41.692005
089-200301-021,10,58.21809,-161.549,39,2003,2.921016
089-200301-150,61,56.69022,-172.565,135,2003,0.005579
089-200301-088,20,58.68547,-167.8747,47,2003,2.080614
089-200301-022,10,58.62991,-162.7038,26,2003,4.341932
089-200301-151,41,58.32686,-171.6526,97,2003,85.407777
089-200301-089,41,58.34638,-167.8232,60,2003,117.11822
089-200301-023,10,58.66477,-163.3795,31,2003,1.138092
089-200301-152,41,58.6566,-171.7144,93,2003,57.247023
089-200301-090,41,58.01439,-167.801,68,2003,153.829827
089-200301-024,10,58.65691,-164.0025,34,2003,1.261506
089-200301-153,41,58.98918,-171.7862,87,2003,59.760737
089-200301-091,31,57.67854,-167.7689,69,2003,132.818054
089-200301-025,10,59.01635,-164.0394,30,2003,0.916167
089-200301-154,43,59.32479,-171.8415,81,2003,69.892613
089-200301-092,31,57.34666,-167.7364,74,2003,286.212519
089-200301-026,10,59.32662,-164.0009,24,2003,0.005526
089-200301-155,43,59.65636,-171.8994,78,2003,338.79504
089-200301-093,31,57.01118,-167.7029,70,2003,300.326182
089-200301-027,20,59.32585,-165.3127,19,2003,0
089-200301-156,43,59.82401,-172.2478,77,2003,335.506235
089-200301-094,31,56.67593,-167.6731,102,2003,53.409862
089-200301-030,10,59.01448,-165.2999,28,2003,0
089-200301-157,43,59.99487,-171.9757,69,2003,455.333232
089-200301-095,50,56.33788,-167.6536,129,2003,0.852646
089-200301-031,10,58.6736,-165.3394,40,2003,2.596866
089-200301-158,43,60.15358,-172.3016,60,2003,4.670628
089-200301-096,50,56.01414,-167.6247,132,2003,2.395573
089-200301-032,10,58.34605,-162.718,32,2003,2.585664
089-200301-159,43,60.31955,-172.0664,60,2003,857.130445
089-200301-033,10,58.02345,-162.7531,41,2003,34.227399
089-200301-097,50,55.67698,-168.1593,135,2003,59.618353
089-200301-034,10,57.68248,-162.7612,44,2003,0.564361
089-200301-160,41,60.65586,-172.1234,61,2003,75.742403
089-200301-098,50,55.99825,-168.2241,152,2003,37.105216
089-200301-035,10,57.33269,-162.7914,49,2003,14.838031
089-200301-161,41,60.66767,-172.7654,45,2003,70.109989
089-200301-099,50,56.65125,-168.281,107,2003,67.169077
089-200301-040,31,57.02169,-162.7657,62,2003,24.207897
089-200301-162,43,60.31966,-173.42,66,2003,1481.446938
089-200301-101,32,56.68185,-168.899,99,2003,480.522297
089-200301-041,31,56.34831,-162.7764,77,2003,6.640423
089-200301-163,41,60.65742,-173.4712,68,2003,551.277708
089-200301-102,32,56.65836,-169.5235,79,2003,156.363837
089-200301-164,41,60.98896,-173.5032,77,2003,132.179586
089-200301-042,31,55.99696,-162.806,78,2003,56.133958
089-200301-103,42,56.66682,-170.0995,97,2003,46.853951
089-200301-165,82,61.32341,-173.5852,76,2003,60.333668
089-200301-043,10,55.67665,-162.8155,52,2003,1734.636868
089-200301-104,61,56.66855,-170.6846,111,2003,328.604995
089-200301-166,82,61.65673,-173.6675,72,2003,257.427249
089-200301-044,50,54.83574,-165.5316,153,2003,9.687629
089-200301-105,32,56.82399,-169.3078,79,2003,36.514611
089-200301-167,82,61.98109,-173.7464,65,2003,19.494922
089-200301-045,50,54.98779,-165.1563,111,2003,304.086797
089-200301-106,32,57.0118,-168.976,80,2003,207.299738
089-200301-168,82,62.00316,-175.1675,82,2003,180.724792
089-200301-046,31,55.34042,-164.5555,102,2003,173.680606
089-200301-107,42,57.15143,-169.3183,72,2003,53.32896
089-200301-169,82,61.67577,-175.0883,86,2003,145.354013
089-200301-047,31,55.68415,-164.0008,96,2003,238.258394
089-200301-108,42,57.32397,-169.0079,71,2003,7.163036
089-200301-170,82,61.34376,-175.0049,89,2003,143.091661
089-200301-048,31,55.96991,-163.9322,93,2003,294.81919
089-200301-109,42,57.49133,-169.3737,71,2003,47.53905
089-200301-171,82,61.00394,-174.8915,93,2003,86.143682
089-200301-049,31,56.32779,-163.9696,87,2003,406.028231
089-200301-110,42,56.8234,-170.4683,102,2003,381.258008
089-200301-172,41,60.67699,-174.8346,98,2003,38.321297
089-200301-050,31,56.65749,-164.0126,75,2003,104.404618
089-200301-111,42,57.00125,-170.1319,69,2003,46.400175
089-200301-173,61,60.66262,-176.2187,118,2003,68.348958
089-200301-051,31,57.03016,-164.0372,67,2003,32.012324
089-200301-112,42,57.10468,-170.556,68,2003,233.80521
089-200301-052,31,57.32016,-164.0147,62,2003,104.51511
089-200301-174,90,60.99273,-176.2805,113,2003,62.163277
089-200301-053,10,57.66354,-164.0024,52,2003,108.751743
089-200301-175,90,61.32543,-176.3047,107,2003,97.446126
089-200301-114,42,57.3468,-170.1889,57,2003,0.32356
089-200301-054,10,57.98855,-164.0308,48,2003,10.275866
089-200301-176,90,61.65671,-176.465,105,2003,34.005502
089-200301-115,42,57.49488,-169.9946,68,2003,171.857714
089-200301-055,10,58.32994,-164.0034,42,2003,1.715944
089-200301-177,90,61.34925,-176.9567,116,2003,53.756556
089-200301-116,42,57.65453,-170.2649,72,2003,75.170205
089-200301-056,10,58.34663,-165.2967,44,2003,2.499642
089-200301-178,61,60.32972,-177.3951,147,2003,207.186451
089-200301-057,10,58.01712,-165.2463,50,2003,12.251695
089-200301-117,42,57.82725,-170.0042,72,2003,99.853846
089-200301-058,31,57.67929,-165.2531,63,2003,23.011208
089-200301-179,61,60.33491,-176.7321,138,2003,95.419847
089-200301-118,42,57.64956,-169.0274,69,2003,107.614577
089-200301-059,31,57.34514,-165.2336,68,2003,31.805158
089-200301-180,61,60.33239,-176.0513,123,2003,101.129371
089-200301-119,42,57.8212,-169.3604,68,2003,119.074752
089-200301-060,31,57.01137,-165.2174,71,2003,121.966869
089-200301-181,61,60.33091,-175.389,112,2003,211.345613
089-200301-120,42,57.99072,-169.0491,72,2003,250.524258
089-200301-061,31,56.67909,-165.2182,76,2003,335.422281
089-200301-182,62,60.33042,-174.7438,104,2003,174.261569
089-200301-121,41,58.31891,-169.1193,69,2003,282.666068
089-200301-062,31,56.34182,-165.2171,87,2003,6.362704
089-200301-183,43,60.13422,-173.7693,90,2003,292.071844
089-200301-122,41,58.64948,-169.1536,64,2003,430.549046
089-200301-063,31,56.00541,-165.1834,96,2003,58.690897
089-200301-184,43,60.00638,-173.3322,77,2003,80.126711
089-200301-123,41,58.98757,-169.1879,54,2003,171.42712
089-200301-064,31,55.68367,-165.1721,109,2003,24.233568
089-200301-185,43,59.84442,-173.5641,96,2003,269.22275
089-200301-065,50,55.00753,-166.3537,143,2003,3.067474
089-200301-124,20,59.32047,-169.2352,51,2003,138.506587
089-200301-186,43,59.68358,-173.2745,97,2003,245.303973
089-200301-066,50,55.00199,-166.9209,156,2003,1.638685
089-200301-125,20,59.653,-169.2633,49,2003,8.20343
089-200301-187,43,59.50877,-173.4896,104,2003,111.330718
089-200301-126,20,59.98674,-169.3093,47,2003,8.87974
089-200301-188,43,59.3453,-173.1594,101,2003,253.293671
089-200301-127,20,60.32002,-169.3362,45,2003,18.888367
089-200301-189,61,58.99271,-173.6983,119,2003,495.720828
089-200301-128,41,60.34139,-170.6714,62,2003,94.164359
089-200301-190,61,59.00066,-174.3508,129,2003,1424.932939
089-200301-129,41,60.01164,-170.6408,66,2003,217.042689
089-200301-191,62,59.32902,-174.443,122,2003,162.531545
089-200301-130,41,59.68089,-170.5868,68,2003,476.408128
089-200301-192,62,59.655,-174.4523,116,2003,128.334503
089-200301-131,41,59.34761,-170.5394,69,2003,251.801545
089-200301-193,62,59.98848,-174.5993,109,2003,260.870245
089-200301-132,41,59.01358,-170.4843,72,2003,143.829144
089-200301-194,61,59.33369,-175.0756,133,2003,816.727683
089-200301-133,41,58.68095,-170.429,74,2003,266.856868
089-200301-195,61,59.33443,-175.7308,138,2003,298.13849
089-200301-134,41,58.34482,-170.3867,76,2003,178.956083
089-200301-196,61,59.33868,-176.362,137,2003,401.553451
089-200301-135,42,58.01421,-170.3318,76,2003,284.112362
089-200301-197,61,59.01431,-176.9219,139,2003,0.010542
089-200301-136,42,57.84197,-170.5956,79,2003,102.892017
089-200301-198,61,59.00092,-177.5572,136,2003,0
089-200301-137,42,57.51165,-170.5909,76,2003,77.046355
089-200301-199,61,58.67162,-176.8625,136,2003,0
089-200301-138,61,56.6543,-171.3571,120,2003,91.18046
089-200301-200,61,58.66747,-176.2188,141,2003,21.910848
089-200301-139,61,57.00225,-171.3996,110,2003,391.772532
089-200301-201,61,58.6679,-175.5707,136,2003,0.034034
089-200301-140,41,57.32232,-171.466,103,2003,84.863454
089-200301-202,61,58.72285,-174.9845,147,2003,0
089-200301-141,41,57.65856,-171.5258,101,2003,242.680673
089-200301-203,61,58.34775,-174.3164,173,2003,0
089-200301-142,41,57.98737,-171.5977,99,2003,117.318272
089-200301-204,61,57.34494,-173.3282,121,2003,0.013153
089-200301-143,61,59.01432,-173.0866,107,2003,43.576672
089-200301-205,61,57.01591,-173.2593,143,2003,0
088-200401-022,10,57.99323,-161.4875,56,2004,22.714319
088-200401-023,10,58.00102,-162.1109,38,2004,2.693451
088-200401-024,10,57.99874,-162.7327,41,2004,3.867435
088-200401-025,10,58.31851,-162.7189,32,2004,3.354322
088-200401-026,10,57.67456,-162.7459,44,2004,8.538281
088-200401-027,10,57.33388,-162.772,49,2004,6.594449
088-200401-033,31,56.34668,-162.797,79,2004,197.167383
088-200401-034,31,56.00902,-162.8088,78,2004,193.117378
088-200401-035,31,55.67292,-163.4027,81,2004,388.580526
088-200401-037,31,55.69099,-163.9941,95,2004,49.500428
088-200401-038,50,54.83253,-165.5315,155,2004,15.259721
088-200401-039,50,54.98882,-165.1537,112,2004,333.710924
088-200401-040,50,55.31926,-165.1671,111,2004,18.886365
088-200401-041,31,55.65657,-165.1847,109,2004,32.478937
088-200401-042,31,55.61806,-164.5818,99,2004,138.774934
088-200401-044,31,55.98487,-164.0341,91,2004,148.198489
088-200401-045,31,56.3194,-164.022,87,2004,118.450107
088-200401-046,31,56.65386,-164.0083,75,2004,16.318093
088-200401-047,31,56.98944,-164.0228,69,2004,12.245111
088-200401-052,10,57.65049,-164.0088,52,2004,19.535992
088-200401-053,10,57.99163,-164.018,48,2004,11.072098
088-200401-115,42,57.00455,-169.5697,61,2004,404.312956
088-200401-054,10,58.32452,-164.0071,42,2004,13.593927
088-200401-116,42,56.8162,-170.4753,101,2004,168.406563
088-200401-055,10,58.65623,-164.0027,35,2004,1.944392
088-200401-117,42,57.10972,-170.4548,50,2004,0
088-200401-056,10,58.99129,-164.0277,29,2004,3.823032
088-200401-118,42,57.32682,-170.228,55,2004,0.444686
088-200401-119,42,57.50551,-170.0133,69,2004,668.459198
088-200401-061,10,59.34042,-164.6534,24,2004,0.011769
088-200401-120,42,57.48675,-169.3544,72,2004,547.031023
088-200401-062,20,59.34259,-165.3184,22,2004,0.003718
088-200401-121,42,57.66564,-169.0323,70,2004,333.248226
088-200401-063,10,59.01228,-165.302,28,2004,7.651453
088-200401-122,42,57.83274,-169.3617,67,2004,185.45409
088-200401-123,42,57.99,-169.0827,70,2004,124.236645
088-200401-064,10,58.67685,-165.2768,41,2004,10.305749
088-200401-124,41,58.31589,-169.1288,68,2004,26.672541
088-200401-065,10,58.34216,-165.2843,47,2004,3.214121
088-200401-125,41,58.63579,-169.1365,64,2004,34.831375
088-200401-066,10,58.00935,-165.2511,51,2004,3.247487
088-200401-126,41,58.99822,-169.1774,55,2004,112.104382
088-200401-067,31,57.67958,-165.2517,61,2004,35.548884
088-200401-127,20,59.31036,-169.2283,51,2004,54.940038
088-200401-068,31,57.35197,-165.2221,67,2004,10.572989
088-200401-128,20,59.65479,-169.2638,48,2004,12.749317
088-200401-069,31,57.00922,-165.2215,72,2004,65.903429
088-200401-070,31,56.67443,-165.2103,77,2004,15.401185
088-200401-129,20,59.9828,-169.3322,46,2004,11.53715
088-200401-071,31,56.34218,-165.1955,87,2004,73.687769
088-200401-130,20,60.3305,-170.007,53,2004,64.802827
088-200401-072,31,56.01903,-165.1861,96,2004,170.533885
088-200401-131,41,60.33444,-170.6164,62,2004,44.606556
088-200401-132,41,60.0336,-170.6325,65,2004,67.8501
088-200401-073,50,54.99156,-166.3368,144,2004,30.143641
088-200401-133,41,59.66656,-170.5832,67,2004,20.200256
088-200401-074,50,55.32623,-166.3498,133,2004,0.14936
088-200401-134,41,59.34587,-170.5428,68,2004,60.611712
088-200401-075,50,55.66037,-166.3843,127,2004,8.081921
088-200401-076,50,55.99041,-166.3927,125,2004,15.839148
088-200401-135,41,58.99981,-170.488,71,2004,61.137678
088-200401-077,31,56.32624,-166.4243,104,2004,105.631473
088-200401-192,90,61.68811,-176.4167,104,2004,28.65215
088-200401-136,41,58.66523,-170.4297,74,2004,60.357731
088-200401-078,50,55.99346,-167.6052,134,2004,8.040831
088-200401-193,82,61.66699,-175.8037,96,2004,16.130428
088-200401-079,50,56.00934,-168.2258,151,2004,0
088-200401-137,41,58.34034,-170.3802,75,2004,88.345621
088-200401-080,50,55.68044,-168.1834,136,2004,0.668338
088-200401-194,82,61.67119,-175.0853,84,2004,39.191582
088-200401-138,42,58.00046,-170.333,75,2004,10.441013
088-200401-081,50,55.67478,-167.5869,135,2004,16.009704
